x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
0.5259343981742859,0.3471487760543823,0.6025742292404175,0.3708602488040924,0.6616984009742737,0.4350675344467163,0.6777729988098145,0.5149077773094177,0.6492932438850403,0.5614930391311646,0.6140950918197632,0.49576783180236816,0.6198616027832031,0.6234972476959229,0.6178924441337585,0.5976903438568115,0.6135512590408325,0.5503295660018921,0.5560756325721741,0.5040108561515808,0.570095419883728,0.63795006275177,0.572853684425354,0.5992152690887451,0.5689394474029541,0.5514242053031921,0.5048938393592834,0.5026408433914185,0.5170174837112427,0.6256926655769348,0.5225067734718323,0.5894465446472168,0.5196534991264343,0.5458855032920837,0.46085113286972046,0.4923945665359497,0.4736592769622803,0.5909501910209656,0.48423025012016296,0.5688896179199219,0.48409029841423035,0.530911386013031
0.45839375257492065,0.2612925171852112,0.5304712653160095,0.2888961434364319,0.5952662229537964,0.3572174310684204,0.6133785843849182,0.4402979910373688,0.5821804404258728,0.48841264843940735,0.5531908869743347,0.40346285700798035,0.5541938543319702,0.5202046036720276,0.552801787853241,0.4929066598415375,0.5483454465866089,0.44967377185821533,0.49982646107673645,0.4091237187385559,0.5100706219673157,0.5401175022125244,0.5118050575256348,0.5039551854133606,0.5074137449264526,0.4558902680873871,0.44912949204444885,0.40843579173088074,0.45992276072502136,0.5269142985343933,0.4644816219806671,0.49231335520744324,0.4626765251159668,0.4484376311302185,0.4035137891769409,0.401723712682724,0.41636914014816284,0.49464529752731323,0.42605626583099365,0.47215163707733154,0.42590487003326416,0.4341390132904053
0.43688637018203735,0.2366778552532196,0.5082947015762329,0.26262834668159485,0.5709148645401001,0.33062249422073364,0.5876286625862122,0.4138011336326599,0.5580218434333801,0.4628993272781372,0.5290441513061523,0.36994463205337524,0.5318319797515869,0.49132615327835083,0.5317033529281616,0.46542853116989136,0.5268791317939758,0.42174264788627625,0.4750577211380005,0.3771974444389343,0.48702824115753174,0.5088964104652405,0.4906168282032013,0.47398412227630615,0.48643389344215393,0.42702263593673706,0.4252268075942993,0.37843233346939087,0.4371683895587921,0.49784544110298157,0.4432418942451477,0.4645453989505768,0.4412049949169159,0.4212318956851959,0.38151663541793823,0.3739064335823059,0.3955528736114502,0.46502068638801575,0.40598517656326294,0.4441479444503784,0.40535518527030945,0.4073951542377472
0.41758763790130615,0.21534712612628937,0.4896622896194458,0.23568113148212433,0.5483884811401367,0.3022519052028656,0.567130982875824,0.38185322284698486,0.5475207567214966,0.4404888451099396,0.5106678009033203,0.3353094756603241,0.5171471238136292,0.45901191234588623,0.5161821842193604,0.43159788846969604,0.5117217302322388,0.3874892592430115,0.4558248817920685,0.3437983989715576,0.47157010436058044,0.47581708431243896,0.4741217792034149,0.4417581856250763,0.47023603320121765,0.3957325518131256,0.4063197374343872,0.3461661636829376,0.42078185081481934,0.46660271286964417,0.426527738571167,0.43233832716941833,0.4246356189250946,0.38866204023361206,0.3639656901359558,0.3420970141887665,0.37741586565971375,0.43609800934791565,0.38728198409080505,0.4154038429260254,0.3871362805366516,0.37740346789360046
0.4097006916999817,0.2079310566186905,0.4807773530483246,0.22457203269004822,0.5357986092567444,0.2930509150028229,0.5540767908096313,0.3719971776008606,0.5425570607185364,0.43425095081329346,0.503275990486145,0.3204878270626068,0.5086814165115356,0.4450185298919678,0.5050696730613708,0.41858401894569397,0.5012065768241882,0.37262415885925293,0.44928163290023804,0.32792291045188904,0.46544697880744934,0.4629027843475342,0.4643508493900299,0.4263440668582916,0.45988935232162476,0.3760247826576233,0.40007489919662476,0.3311963975429535,0.41506534814834595,0.4532865285873413,0.41813236474990845,0.4173710346221924,0.4163275957107544,0.3727215528488159,0.35777419805526733,0.32920777797698975,0.3723187744617462,0.42357856035232544,0.379978746175766,0.4031676650047302,0.37927499413490295,0.3655952215194702
0.4104663133621216,0.20734690129756927,0.482320636510849,0.22629037499427795,0.5363965034484863,0.29579344391822815,0.5537577867507935,0.37505629658699036,0.5437927842140198,0.4382931590080261,0.5032244324684143,0.32065433263778687,0.5092129111289978,0.4460161030292511,0.5045437812805176,0.4213906228542328,0.5002017617225647,0.37550416588783264,0.4493367671966553,0.32752159237861633,0.46532008051872253,0.4622970521450043,0.4643954634666443,0.4268459677696228,0.4602431654930115,0.3761170506477356,0.40019166469573975,0.3299204707145691,0.41486966609954834,0.453396201133728,0.41845986247062683,0.4188210368156433,0.4165145456790924,0.373977392911911,0.3575080335140228,0.3270656168460846,0.372638463973999,0.42173993587493896,0.3813673257827759,0.4024547338485718,0.3809182047843933,0.36480775475502014
0.41054752469062805,0.2160375565290451,0.4837310016155243,0.2398744821548462,0.5354185700416565,0.3133726716041565,0.5493383407592773,0.39720070362091064,0.5425581336021423,0.4613091051578522,0.5008999705314636,0.3350451588630676,0.5085763931274414,0.4636247754096985,0.5046097040176392,0.43991532921791077,0.49901434779167175,0.39575332403182983,0.4469740688800812,0.34189286828041077,0.46283844113349915,0.4799841642379761,0.46302908658981323,0.44764038920402527,0.4582672715187073,0.3994971513748169,0.3974721133708954,0.34398841857910156,0.41197001934051514,0.46829861402511597,0.41643765568733215,0.434838205575943,0.41367092728614807,0.3908877968788147,0.3544597923755646,0.3411356210708618,0.36962056159973145,0.43723154067993164,0.37883469462394714,0.41778111457824707,0.3777269423007965,0.3802867829799652
0.40952199697494507,0.2264895886182785,0.4854859411716461,0.25404027104377747,0.5360156297683716,0.33010634779930115,0.5480655431747437,0.4165564775466919,0.5413743257522583,0.48246002197265625,0.5016202330589294,0.35412412881851196,0.506108820438385,0.4858439862728119,0.5045169591903687,0.4582427144050598,0.5009588599205017,0.41285163164138794,0.44595861434936523,0.3598233461380005,0.4597187340259552,0.5019077062606812,0.46217411756515503,0.46647095680236816,0.45919641852378845,0.41670387983322144,0.3954811990261078,0.3610045909881592,0.40900343656539917,0.4910855293273926,0.4149751365184784,0.45695438981056213,0.41314685344696045,0.4113798439502716,0.3521062731742859,0.3580114245414734,0.3665321469306946,0.45618513226509094,0.3768734335899353,0.43678274750709534,0.377163827419281,0.39884889125823975
0.40504276752471924,0.25917038321495056,0.4807484447956085,0.2900601923465729,0.5289984941482544,0.37215515971183777,0.5359784364700317,0.4635455310344696,0.5219230651855469,0.5280805230140686,0.4850414991378784,0.39510443806648254,0.48824939131736755,0.5274633765220642,0.4900643229484558,0.5021721720695496,0.4878104329109192,0.4559914469718933,0.4288528561592102,0.39806145429611206,0.4414507746696472,0.5417556762695312,0.4470779001712799,0.5105920433998108,0.4457501769065857,0.4621310532093048,0.37976187467575073,0.3972040116786957,0.3906763195991516,0.5304195284843445,0.3995727598667145,0.4992315173149109,0.4000932276248932,0.4535601735115051,0.33896976709365845,0.3915902078151703,0.3506253957748413,0.49263784289360046,0.3624415397644043,0.47561362385749817,0.3640999495983124,0.4373490512371063
0.3950462341308594,0.297813355922699,0.4707600474357605,0.33239883184432983,0.5131123065948486,0.4191749691963196,0.514222264289856,0.5121195316314697,0.5024031400680542,0.579024612903595,0.47284162044525146,0.44428592920303345,0.46755990386009216,0.5743869543075562,0.4679413437843323,0.5487139225006104,0.4666673243045807,0.5032823085784912,0.414821058511734,0.4452550411224365,0.41828253865242004,0.5842675566673279,0.42454373836517334,0.5511522889137268,0.4250413179397583,0.5032138228416443,0.36398667097091675,0.4409243166446686,0.3665931224822998,0.5684502124786377,0.37707793712615967,0.5354800224304199,0.3794685900211334,0.49099257588386536,0.3215329051017761,0.43233171105384827,0.3274870812892914,0.5291926264762878,0.34034448862075806,0.5108493566513062,0.34353139996528625,0.47441843152046204
